Free Function Name,Free Function Stereotype
"getPersonPackageName","literal"
"main","main"
"getMeanScriptContent","literal wrapper"
"builder","literal"
"main","main"
"encodeAndWrite","property wrapper"
"readAndDecode","property wrapper"
"getStringFromInputStream","literal wrapper"
"timesTwoRegular","property"
"sortByLength","literal wrapper"
"connectS3","global-command literal"
"provideBasicData","literal"
"provideEdgeCaseData","literal"
"main","main"
"getRequestId","literal wrapper"
"main","main"
"main","main"
"main","main"
"collectSummaries","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"createAppender","literal"
"main","main"
"newInstance","literal"
"newBuilder","literal"
"createAppender","literal"
"main","main"
"tearDown","literal wrapper"
"setUp","literal wrapper"
"createConfiguration","property wrapper"
"setUp","literal wrapper"
"setup","literal wrapper"
"isValidJSON","literal wrapper"
"getConnection","literal wrapper"
"setUp","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"isValidJSON","literal wrapper"
"main","main"
"compute","literal"
"newClient","global-command literal"
"builder","literal wrapper"
"newClient","global-command literal"
"inchToCentimeter","property"
"poundToKilogram","property"
"getCarInstance","literal wrapper"
"getBusInstance","literal wrapper"
"main","main"
"suite","literal"
"main","main"
"main","main"
"main","main"
"main","main"
"temp","literal"
"manufacture","literal wrapper"
"configureModel","wrapper"
"generateMainClass","property"
"generateFolders","property wrapper"
"main","main"
"removeDirectoryRecursively","literal wrapper"
"givenMavenInterface_whenCompileMavenProject_thenCreateTargetDirectory","literal wrapper"
"main","main"
"foo","literal"
"callFoo","literal wrapper"
"main","main"
"main","main"
"getNonAsciiString","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"setup","literal wrapper"
"cleanup","literal wrapper"
"publishMessages","literal wrapper"
"installRedpanda","global-command literal wrapper"
"createAdminClient","literal wrapper"
"createTopic","literal wrapper"
"createProducer","literal wrapper"
"createConsumer","literal wrapper"
"publishMessage","wrapper"
"getBrokerUrl","literal wrapper"
"main","main"
"main","main"
"main","main"
"throughput","property"
"main","main"
"throughput","property"
"safeGet","property wrapper"
"main","main"
"safeGet","property wrapper"
"throughput","property"
"main","main"
"safeGet","property wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"setUpConnection","global-command literal wrapper"
"destroyConnection","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"example","wrapper"
"main","main"
"main","main"
"isApple","predicate wrapper"
"main","main"
"main","main"
"setUp","global-command literal wrapper"
"main","main"
"startReport","literal wrapper"
"main","main"
"getMonitorTagValue","property wrapper"
"main","main"
"main","main"
"map","property wrapper"
"addValue","wrapper"
"map","property wrapper"
"map","literal wrapper"
"getStringFromJson","property wrapper"
"getIntFromJson","property wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"forToday","literal wrapper"
"main","main"
"main","main"
"main","main"
"map","property wrapper"
"addValue","wrapper"
"map","property wrapper"
"map","literal wrapper"
"getStringFromJson","property wrapper"
"getIntFromJson","property wrapper"
"main","main"
"main","main"
"main","main"
"consumeWithJsonb","literal wrapper"
"oneTimeSetup","global-command literal"
"main","main"
"define","global-command wrapper"
"href","literal wrapper"
"define","wrapper"
"json","literal"
"xml","literal"
"main","main"
"initDB","literal wrapper"
"checkAvailability","literal wrapper"
"createOrder","property wrapper"
"getOrder","literal wrapper"
"cancelOrder","wrapper"
"createPayment","property wrapper"
"cancelPayment","literal wrapper"
"makePayment","predicate wrapper"
"createShipment","property wrapper"
"cancelDelivery","literal wrapper"
"findDriver","literal wrapper"
"getMustacheFactory","literal"
"main","main"
"main","main"
"buildqlSessionFactory","literal wrapper"
"getSqlSessionFactory","literal"
"main","main"
"main","main"
"config","literal wrapper"
"getParameters","literal wrapper"
"config","literal wrapper"
"stageConfig","literal wrapper"
"beforeAll","literal wrapper"
"beforeAll","literal wrapper"
"afterAll","literal wrapper"
"start","global-command wrapper"
"stopJob","literal wrapper"
"setUp","global-command literal wrapper"
"main","main"
"main","main"
"toResponse","property wrapper"
"httpConnector","literal wrapper"
"createOrders","global-command literal wrapper"
"mongoDbProperties","wrapper"
"main","main"
"removeModelAndEntitiesFilter","literal wrapper"
"from","literal wrapper"
"recreateUserState","property wrapper"
"provider","literal"
"main","main"
"createContainer","literal wrapper"
"main","main"
"checkNotNull","unclassified"
"checkNotNull","unclassified"
"main","main"
"anyOrderLines","literal wrapper"
"orderLineItemsWorthNDollars","literal wrapper"
"getCreatedOrder","literal wrapper"
"getCompletedOrder","literal wrapper"
"main","main"
"getJpaUserDao","literal"
"getUser","literal wrapper"
"getAllUsers","literal wrapper"
"updateUser","literal wrapper"
"saveUser","literal wrapper"
"deleteUser","literal wrapper"
"main","main"
"initKey","literal wrapper"
"main","main"
"retrieveProductFromDatabase","literal wrapper"
"main","main"
"retrieveProductFromDatabase","literal wrapper"
"main","main"
"getService","literal wrapper"
"setUpUserDaoInstance","global-command literal"
"builder","literal"
"freeDelivery","literal"
"defaultDelivery","literal"
"simpleProcessing","literal wrapper"
"batchedProcessing","literal wrapper"
"main","main"
"assertDefaultConversion","wrapper"
"cloneAndMutate","property wrapper"
"cloneAndMutate","property wrapper"
"main","main"
"main","main"
"getRouterForMessage","property wrapper"
"main","main"
"primitiveSum","property"
"wrapperSum","property"
"goodSum","property"
"main","main"
"main","main"
"main","main"
"generateUuid","literal wrapper"
"getChainOfAuthProcessor","literal"
"setUpTextFileOperationExecutor","global-command literal"
"setUpTextFileInstance","global-command literal"
"setUpStandardComputerBuilderInstance","global-command literal"
"setUpHighEndComputerBuilderInstance","global-command literal"
"of","literal"
"getInstance","global-command literal"
"main","main"
"createWithDefaultCountry","literal"
"createWithLoggedInstantiationTime","literal wrapper"
"getSingletonInstance","global-command literal"
"main","main"
"getFactory","literal wrapper"
"main","main"
"main","main"
"main","main"
"getInstance","literal"
"main","main"
"main","main"
"createVehicle","literal wrapper"
"getOperation","literal wrapper"
"getInstance","global-command literal"
"main","main"
"getInstance","global-command literal"
"getInstance","global-command literal"
"getInstance","literal"
"getInstance","literal"
"createLetter","literal"
"builder","literal"
"getInstance","literal"
"getInstance","global-command literal"
"getInstance","literal"
"getInstance","literal"
"getInstance","global-command literal"
"getInstance","global-command literal"
"cleanUp","literal wrapper"
"cleanUp","literal wrapper"
"main","main"
"main","main"
"main","main"
"of","literal"
"main","main"
"configuration","literal wrapper"
"main","main"
"main","main"
"main","main"
"addRoute","wrapper"
"traditionalWireTapRoute","literal wrapper"
"newExchangeRoute","literal wrapper"
"process","literal wrapper"
"main","main"
"main","main"
"main","main"
"fibonacci","property wrapper"
"main","main"
"createBkClient","literal"
"createLedger","property wrapper"
"findLedgerByName","wrapper"
"collectLedgers","wrapper"
"listAllLedgers","property wrapper"
"initBkClient","global-command literal wrapper"
"setupTheCayenneContext","global-command literal wrapper"
"setupTheCayenneContext","global-command literal wrapper"
"main","main"
"runner","literal wrapper"
"isTableExists","predicate wrapper"
"setUp","global-command literal wrapper"
"getDataSource","literal wrapper"
"getBalance","property wrapper"
"getBalance","property wrapper"
"getBalance","property wrapper"
"main","main"
"getConnection","literal wrapper"
"runIfOpened","wrapper"
"runIfValid","wrapper"
"runIfConnectionValid","literal wrapper"
"isConnectionValid","predicate wrapper"
"getConnection","literal wrapper"
"getConnection","global-command literal wrapper"
"createPersonTable","literal wrapper"
"initializeStorageWithStringAsRoot","literal wrapper"
"initializeStorageWithCustomTypeAsRoot","literal wrapper"
"initializeStorageWithCustomTypeAsRoot","literal wrapper"
"loadOrCreateStorageWithCustomTypeAsRoot","literal wrapper"
"lazyLoadOrCreateStorageWithCustomTypeAsRoot","literal wrapper"
"main","main"
"resultSet2JdbcWithoutJOOQ","property wrapper"
"resultSet2JdbcUsingJOOQDefaultApproach","literal wrapper"
"resultSet2JdbcUsingCustomisedJOOQ","property wrapper"
"main","main"
"createDummyDB","literal wrapper"
"runScript","literal wrapper"
"runScript","literal wrapper"
"executeBatchedSQL","literal wrapper"
"parseSQLScript","literal wrapper"
"executeSQLBatches","wrapper"
"connect","literal wrapper"
"createTables","wrapper"
"dropTables","wrapper"
"printAllTables","wrapper"
"tableExists","predicate wrapper"
"tableExistsSQL","predicate wrapper"
"setup","global-command literal wrapper"
"closeConnections","literal wrapper"
"createPersonTable","wrapper"
"insertPerson","property wrapper"
"deleteAllPeople","wrapper"
"selectAllPeople","property wrapper"
"updatePersonAgeById","wrapper"
"updatePersonAgeByName","wrapper"
"closeConnection","literal wrapper"
"closeConnection","literal wrapper"
"closeConnection","literal wrapper"
"readPageWithLimitAndOffset","property wrapper"
"readPageWithSortedKeys","property wrapper"
"setup","global-command literal wrapper"
"tearDown","literal wrapper"
"destroyDB","literal wrapper"
"populateDB","literal wrapper"
"connect","literal wrapper"
"create","literal wrapper"
"createConnection","literal wrapper"
"getConnection","literal wrapper"
"getConnection","literal wrapper"
"getConnection","literal wrapper"
"main","main"
"geth2Connection","literal wrapper"
"initDatabase","wrapper"
"main","main"
"main","main"
"setUpBasicConnectionPoolInstance","global-command literal wrapper"
"setUp","global-command literal wrapper"
"tearDown","literal wrapper"
"setup","global-command literal wrapper"
"closeConnection","literal wrapper"
"newInstance","literal"
"loadClusterWithDefaultEnvironment","literal wrapper"
"loadClusterWithCustomEnvironment","literal wrapper"
"loadDefaultBucketWithBlankPassword","property wrapper"
"loadBaeldungBucket","property wrapper"
"insertExample","property wrapper"
"retrieveAndUpsertExample","property wrapper"
"replaceExample","property wrapper"
"removeExample","property wrapper"
"getFirstFromReplicaExample","property wrapper"
"getLatestReplicaVersion","property wrapper"
"extractJsonResult","property wrapper"
"newInstance","literal"
"setUpBeforeClass","global-command literal wrapper"
"insertStudentGrade","literal wrapper"
"createTestArchive","literal wrapper"
"setupOnce","literal wrapper"
"main","main"
"jestClient","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"getSessionFactory","literal"
"buildSessionFactory","literal wrapper"
"dbSettings","literal wrapper"
"setUp","literal wrapper"
"getSessionFactory","literal wrapper"
"makeSessionFactory","property wrapper"
"configureServiceRegistry","literal wrapper"
"configureServiceRegistry","literal wrapper"
"getProperties","literal wrapper"
"getResourceURL","literal wrapper"
"convert","property wrapper"
"convertTo","literal"
"buildSessionFactory","literal wrapper"
"getSessionFactory","literal"
"getSessionFactory","literal"
"buildSessionFactory","literal wrapper"
"dbSettings","literal wrapper"
"main","main"
"main","main"
"main","main"
"beforeTests","global-command literal wrapper"
"afterTests","literal wrapper"
"getProperties","literal wrapper"
"setup","global-command literal wrapper"
"teardown","literal wrapper"
"createEvent","literal wrapper"
"createEventGenerated","literal wrapper"
"openNewSession","global-command literal wrapper"
"getProperties","literal wrapper"
"beforeTests","global-command literal wrapper"
"afterTests","literal wrapper"
"beforeTests","global-command literal wrapper"
"afterTests","literal wrapper"
"setup","global-command literal wrapper"
"teardown","literal wrapper"
"beforeTests","global-command literal wrapper"
"afterTests","literal wrapper"
"beforeTests","global-command literal wrapper"
"afterTests","literal wrapper"
"getSessionFactory","literal wrapper"
"getSessionFactory","property global-command wrapper"
"getSessionFactoryByProperties","literal wrapper"
"makeSessionFactory","literal wrapper"
"configureServiceRegistry","literal wrapper"
"configureServiceRegistry","literal wrapper"
"getProperties","literal wrapper"
"getSessionFactory","literal wrapper"
"getSessionFactory","property global-command wrapper"
"makeSessionFactory","literal wrapper"
"configureServiceRegistry","literal wrapper"
"getProperties","literal wrapper"
"createCircle","literal wrapper"
"getProperties","literal wrapper"
"setup","global-command literal wrapper"
"teardown","literal wrapper"
"buildSessionFactory","literal wrapper"
"createSessionFactoryAndInitializeDBs","literal wrapper"
"beforeTests","global-command literal wrapper"
"afterTests","literal wrapper"
"getSessionFactory","global-command literal wrapper"
"getSessionFactory","global-command literal wrapper"
"getSessionFactory","global-command literal wrapper"
"getSessionFactory","global-command literal wrapper"
"init","global-command literal wrapper"
"cleanUp","literal wrapper"
"init","global-command literal wrapper"
"cleanUp","literal wrapper"
"init","global-command literal wrapper"
"clear","literal wrapper"
"main","main"
"main","main"
"setup","global-command literal wrapper"
